title,year,authors,journal,cited_by,link,classifier_confidence,replicated_paper,method_description,result_description
Family ties and socio-economic outcomes in high vs low income countries,2016,"G Daniele, B Geys","G Daniele, B Geys - The Journal of Development Studies, 2016 - Taylor & Francis",18,https://www.tandfonline.com/doi/abs/10.1080/00220388.2015.1098630,high,"Alesina et al. (2015): ""Family Ties and Political Participation""","… Although this does not affect any of the results reported below, and we can exactly replicate Alesina and Giuliano's original re",Result not specified in abstract
Do your findings depend on your data (base)? A comparative analysis and replication study using the three most widely used databases in international business …,2016,A Papadopoulos,"JB McGuire, BE James, A Papadopoulos - Journal of International …, 2016 - Elsevier",15,https://www.sciencedirect.com/science/article/pii/S1075425316300795,high,"O'Brien & John (2003): ""Title of O'Brien's study""",Method not specified in abstract,Result not specified in abstract
Choice inconsistencies among the elderly: Evidence from plan choice in the Medicare Part D program: Reply,2016,"J Abaluck, J Gruber","J Abaluck, J Gruber - American Economic Review, 2016 - aeaweb.org",15,https://www.aeaweb.org/articles?id=10.1257/aer.20151318,high,"Ketcham et al. (2016): ""Choice Inconsistencies among the Elderly: Evidence from Plan Choice in""",Method not specified in abstract,"… original paper, KKP succeed in replicating nearly all of our results … Columns 3 and 4 report our replication of their replication, … In our replica"
"Revisiting Cheerful Jane and Miserable John: the impact of income, good health, social contacts and education declines with increasing subjective well-being",2016,M Binder,"M Binder - Applied Economics Letters, 2016 - Taylor & Francis",15,https://www.tandfonline.com/doi/abs/10.1080/13504851.2015.1085635,low,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Monetary policy shocks and Cholesky VARs: an assessment for the Euro area,2016,E Castelnuovo,"E Castelnuovo - Empirical Economics, 2016 - Springer",13,https://link.springer.com/article/10.1007/s00181-015-0930-2,medium,"Peeters et al. (1999): ""The monetary transmission mechanism: Evidence from the Euro area""; Peeters & M. (2004): ""The effects of monetary policy in the Euro area: A VAR approach""; Peeters et al. (2005): ""Heterogeneity in the effects of monetary policy: Evidence from the Eur""","… We replicate this evidence with a Monte Carlo exercise, in which the true responses of inflation and the output gap, according t","… We replicate this evidence with a Monte Carlo exercise, in which the true responses of inflation and the output gap, according to an estimated DSGE "
"Greece, Portugal, Spain: New evidence on the economic effects of military expenditure using the new SIPRI data",2016,E Nikolaidou,"E Nikolaidou - The Economics of Peace and Security Journal, 2016 - epsjournal.org.uk",12,https://www.epsjournal.org.uk/index.php/EPSJ/article/view/256,medium,"Dunne et al. (2012): ""Defense Spending and Economic Growth in the EU15""",new/different dataset,significance noted; directional effect found; effect significance noted
Does group discussion lead to better informed and more strategic market entry decisions?,2016,Z Murad,"Z Murad - Economics Letters, 2016 - Elsevier",11,https://www.sciencedirect.com/science/article/pii/S0165176516301422,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Local democracy and economic growth,2016,"CH Knutsen, J Gerring, SE Skaaning","CH Knutsen, J Gerring, SE Skaaning - V-Dem Working Paper, 2016 - papers.ssrn.com",11,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2877755,high,Not identifiable from abstract,Method not specified in abstract,"… In sum, we replicate the findings of most extant studies (cited at the outset), which show no robust association between democracy at the national l"
Matching and behavioral contrast in a two‐option repeated investment simulation,2016,"DA Hantula, CR Crowell","DA Hantula, CR Crowell - Managerial and Decision Economics, 2016 - Wiley Online Library",11,https://onlinelibrary.wiley.com/doi/abs/10.1002/mde.2717,high,Not identifiable from abstract,… This research program showed that fundamental economic … and methods to examine economic behavior and question … This latter fin,Result not specified in abstract
The role of social ties in explaining heterogeneity in the association between economic growth and subjective well-being,2016,"P Böckerman, JP Laamanen, E Palosaari","P Böckerman, JP Laamanen, E Palosaari - Journal of Happiness Studies, 2016 - Springer",10,https://link.springer.com/article/10.1007/s10902-015-9702-0,high,"Stevenson et al. (2008): ""Economic Growth and Subjective Well-Being: Reassessing the Easterlin P""","… We kept the original four waves in order to replicate the results by Stevenson and Wolfers (2008), but we also added the fifth w",Result not specified in abstract
Cost of Poverty in Toronto,2016,,"A Briggs, C Lee, J Stapleton - 2016 - openpolicyontario.s3.amazonaws …",10,http://openpolicyontario.s3.amazonaws.com/uploads/2016/11/Cost-of-Poverty-R10-Final-forweb.pdf,high,Not identifiable from abstract,meta-analysis,Result not specified in abstract
Successful scientific replication and extension of Levitt (2008): Child seats are still no safer than seat belts,2016,"LE Jones, NR Ziebarth","LE Jones, NR Ziebarth - Journal of Applied Econometrics, 2016 - Wiley Online Library",9,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2449,high,"Levitt & D. (2008): ""Child seats are no safer than seat belts""; Levitt & D. (2005): ""The impact of child safety seats on child fatalities""",Method not specified in abstract,Result not specified in abstract
Linear regression with an estimated regressor: applications to aggregate indicators of economic development,2016,"L Meng, B Wu, Z Zhan","L Meng, B Wu, Z Zhan - Empirical Economics, 2016 - Springer",9,https://link.springer.com/article/10.1007/s00181-015-0941-z,high,Not identifiable from abstract,Method not specified in abstract,We find that the OLS estimator without accounting for sampling error could severely underestimate the effect of the estimated regressor
Effect of socio-economic stratification on house value in Bogotá,2016,J Gallego,"J Gallego, S Montoya, C Sepúlveda - 2016 - scioteca.caf.com",9,https://scioteca.caf.com/handle/123456789/994,medium,"Unknown & Unknown (1997): ""Methodology for socio-economic stratification in housing valuation""","… Therefore, we had to recover the formula by replicating the methodology used in 1997 (… With the aggregation formula and the cut",Result not specified in abstract
Replicating the Results in 'A New Model of Trend Inflation'Using Particle Markov Chain Monte Carlo,2016,N Nonejad,"N Nonejad - Journal of Applied Econometrics, 2016 - Wiley Online Library",8,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2493,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
What skills are important? A replication,2016,,"C Ballard, B Daniel - Journal of Applied Social Science, 2016 - journals.sagepub.com",7,https://journals.sagepub.com/doi/abs/10.1177/1936724414566509,high,"Hawdon et al. (Year): ""Title of the original study not provided""",Method not specified in abstract,Result not specified in abstract
A Replication of “Meta-Analysis of the Effect of Fiscal Policies on Long-run Growth” (European Journal of Political Economy 2004),2016,WR Reed,"WR Reed, NN Sidek - Public Finance Review, 2016 - journals.sagepub.com",7,https://journals.sagepub.com/doi/abs/10.1177/1091142114568659,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Additional information increases uncertainty in the securities market: Using both laboratory and fmri experiments,2016,H Yamaji,"H Yamaji, M Gotoh, Y Yamakawa - Computational Economics, 2016 - Springer",7,https://link.springer.com/article/10.1007/s10614-015-9532-5,low,"Huber & J. (2007): ""J’-shaped returns to timing advantage in access to information—experim""; Huber et al. (2008): ""J-shaped returns in double auction markets with uneven information dis""",Method not specified in abstract,Result not specified in abstract
Lasso for instrumental variable selection: A replication study,2016,M Spindler,"M Spindler - Journal of Applied Econometrics, 2016 - Wiley Online Library",6,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2432,high,"Belloni et al. (2014): ""Inference on treatment effects after selection among high-dimensional """,Method not specified in abstract,"In a seminal paper, Belloni … We replicate their simulation study with the statistical package R (R Development Core …"
A re-examination of rating shopping and catering using post-crisis data on CDOs,2016,F Yu,"RH Owlett, F Yu - Economics Letters, 2016 - Elsevier",5,https://www.sciencedirect.com/science/article/pii/S0165176516303342,medium,Not identifiable from abstract,Method not specified in abstract,… We replicate a portion of GNT's analysis to uncover investor perception and rating agency behavior toward AAA-rated CDOs after the financial crisis 
Stepping on a Rake: Replication and Diagnosis,2016,JH Cochrane,"JH Cochrane - Available at SSRN 2886933, 2016 - papers.ssrn.com",5,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2886933,high,"Sims & A. (1992): ""Interpreting the Results of a VAR Model""",Method not specified in abstract,Result not specified in abstract
The impact of client and auditor gender on auditors' judgments: A replication and extension,2016,,RE Little - 2016 - core.ac.uk,5,https://core.ac.uk/download/pdf/78918990.pdf,high,"Bazerman et al. (2002): ""The Impossibility of Auditor Independence""",Method not specified in abstract,Result not specified in abstract
"Loneliness, Social Interactions and Sense of Humor. A quantitative study comparing romanian students and older adults",2016,I Schiau,"I Schiau - Studies and Scientific Researches. Economics Edition, 2016 - sceco.ub.ro",5,https://sceco.ub.ro/index.php/SCECO/article/view/355,high,"Schiau & Ioana (2016): ""The production and social use of humor to be correlated to a reduced s""",Method not specified in abstract,effect significance noted
International trade and economic growth: causality relations within NAFTA,2016,"A Giraldo, J Cañas","A Giraldo, J Cañas - Vniversitas Economica, 2016 - researchgate.net",5,https://www.researchgate.net/profile/Andres-Giraldo-16/publication/311666872_International_Trade_and_Economic_Growth_Causality_Relations_Within_NAFTA/links/5852f76308ae0c0f322276e6/International-Trade-and-Economic-Growth-Causality-Relations-Within-NAFTA.pdf,medium,Not identifiable from abstract,Method not specified in abstract,We replicate what has been done in the … within trade blocs is important for economic growth
"Aid, Policies and Growth: Revisiting with New Data",2016,"S Jia, CR Williamson","S Jia, CR Williamson - 2016 - aeaweb.org",4,https://www.aeaweb.org/conference/2016/retrieve.php?pdfid=14066&tk=e8ykyZia,high,Not identifiable from abstract,… Replication avoids data manipulation and disagreement over … We replicate the findings from both BD and ELR with updated … Forei,"… Replication avoids data manipulation and disagreement over … We replicate the findings from both BD and ELR with updated … Foreign financial aid, go"
