row_index,title,year,authors,journal,cited_by,link,is_replication,confidence,reasoning
95,New empirics of monetary policy dynamics: evidence from the CFA franc zones,2016,,"S Asongu - African Journal of Economic and Management Studies, 2016 - emerald.com",23,https://www.emerald.com/insight/content/doi/10.1108/ajems-11-2012-0079/full/html,False,high,No replication signals found in title or abstract.
96,Behavioural economics and tax evasion: calibrating an agent-based econophysics model with experimental tax compliance data,2016,"C Bazart, S Hokamp","C Bazart, A Bonein, S Hokamp… - Journal of Tax …, 2016 - journals.docuracy.co.uk",23,https://journals.docuracy.co.uk/jota/article/view/140,True,high,Abstract has strong replication signal. (a_strong=1)
97,Paving the way for the use of the SDQ in economic evaluations of school-based population health interventions: an empirical analysis of the external validity of SDQ …,2016,"NRS Boyer, P Connolly, E McIntosh","NRS Boyer, S Miller, P Connolly, E McIntosh - Quality of Life Research, 2016 - Springer",23,https://link.springer.com/article/10.1007/s11136-015-1218-x,False,high,No replication signals found in title or abstract.
98,Robust determinants of intergenerational mobility in the land of opportunity,2016,"A Kourtellos, CM Tan","A Kourtellos, C Marr, CM Tan - European Economic Review, 2016 - Elsevier",22,https://www.sciencedirect.com/science/article/pii/S0014292115000963,True,high,Abstract has strong replication signal. (a_strong=1)
99,Continuance intention on using mobile banking applications: A replication study of information systems continuance model,2016,"A Vedadi, M Warkentin","A Vedadi, M Warkentin - AIS Transactions on Replication Research, 2016 - aisel.aisnet.org",22,https://aisel.aisnet.org/trr/vol2/iss1/7/,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
100,Types of economic voting in regional elections: the 2012 Catalan election as a motivating case,2016,A Bosch,"A Bosch - Journal of Elections, Public Opinion and Parties, 2016 - Taylor & Francis",22,https://www.tandfonline.com/doi/abs/10.1080/17457289.2015.1119153,False,medium,"Replication language appears incidental (method step, table/figure reproduction, own results)."
101,Clarifying the behavioral economics of social anxiety disorder: Effects of interpersonal problems and symptom severity on generosity,2016,"TL Rodebaugh, RG Heimberg","TL Rodebaugh, RG Heimberg… - Clinical …, 2016 - journals.sagepub.com",22,https://journals.sagepub.com/doi/abs/10.1177/2167702615578128,False,high,No replication signals found in title or abstract.
102,Using seasonal stochastic dynamic programming to identify optimal management decisions that achieve maximum economic sustainable yields from grasslands …,2016,"K Behrendt, O Cacho","K Behrendt, O Cacho, JM Scott, R Jones - Agricultural Systems, 2016 - Elsevier",22,https://www.sciencedirect.com/science/article/pii/S0308521X16300312,True,high,Abstract has strong replication signal. (a_strong=1)
103,A monetary measure of the strength and robustness of the attraction effect,2016,"P Crosetto, A Gaudeul","P Crosetto, A Gaudeul - Economics Letters, 2016 - Elsevier",22,https://www.sciencedirect.com/science/article/pii/S0165176516303901,False,high,No replication signals found in title or abstract.
104,Effects of subcultural differences on country and product evaluations: A replication study,2016,"T Aichner, P Coletti, C Forza","T Aichner, P Coletti, C Forza, U Perkmann… - Journal of Global …, 2016 - Taylor & Francis",22,https://www.tandfonline.com/doi/abs/10.1080/08911762.2015.1138012,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=2)"
105,Market design and the stability of general equilibrium,2016,"JK Goeree, L Lindsay","JK Goeree, L Lindsay - Journal of Economic Theory, 2016 - Elsevier",20,https://www.sciencedirect.com/science/article/pii/S0022053116300138,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
106,Refining the application of the FLQ formula for estimating regional input coefficients: An empirical study for South Korean Regions,2016,,"AT Flegg, T Tohmo - Univ. West Engl, 2016 - iioa.org",19,https://www.iioa.org/conferences/24th/papers/files/2348_20160513091_KoreaFULLpaper.docx,True,high,Abstract has multiple strong replication signals. (a_strong=2)
107,Trust and reciprocity: extensions and robustness of triadic design,2016,"G Di Bartolomeo, S Papa","G Di Bartolomeo, S Papa - Experimental Economics, 2016 - Springer",19,https://link.springer.com/article/10.1007/s10683-014-9428-6,False,high,No replication signals found in title or abstract.
108,Economic conditions affect support for prime minister parties in Scandinavia,2016,M Vinæs Larsen,"M Vinæs Larsen - Scandinavian Political Studies, 2016 - Wiley Online Library",19,https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-9477.12063,False,high,No replication signals found in title or abstract.
109,The psychological consequences of money for economic and social relationships,2016,"T Zaleskiewicz, A Gasiorowska","T Zaleskiewicz, A Gasiorowska - … international handbook of …, 2016 - taylorfrancis.com",19,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315727448-31/psychological-consequences-money-economic-social-relationships-tomasz-zaleskiewicz-agata-gasiorowska,False,high,No replication signals found in title or abstract.
110,Family ties and socio-economic outcomes in high vs low income countries,2016,"G Daniele, B Geys","G Daniele, B Geys - The Journal of Development Studies, 2016 - Taylor & Francis",18,https://www.tandfonline.com/doi/abs/10.1080/00220388.2015.1098630,True,high,Abstract has strong replication signal. (a_strong=1)
111,When employers betray: a study of psychological contract breach among Croatian employees,2016,"Z Galić, M Tonković Grabovac","Z Galić, M Tonković Grabovac, I Gotvald… - … review of economics & …, 2016 - hrcak.srce.hr",18,https://hrcak.srce.hr/170567,False,high,No replication signals found in title or abstract.
112,"Socio-economic analysis of artisanal fishing operation in west and east axes of Lagos State, Nigeria",2016,,"JS Lawal, PO Obatola, EJ Giwa… - World Journal of …, 2016 - academia.edu",17,https://www.academia.edu/download/95685338/downloads.pdf,False,high,No replication signals found in title or abstract.
113,Do your findings depend on your data (base)? A comparative analysis and replication study using the three most widely used databases in international business …,2016,A Papadopoulos,"JB McGuire, BE James, A Papadopoulos - Journal of International …, 2016 - Elsevier",15,https://www.sciencedirect.com/science/article/pii/S1075425316300795,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=2)"
114,Choice inconsistencies among the elderly: Evidence from plan choice in the Medicare Part D program: Reply,2016,"J Abaluck, J Gruber","J Abaluck, J Gruber - American Economic Review, 2016 - aeaweb.org",15,https://www.aeaweb.org/articles?id=10.1257/aer.20151318,True,high,Abstract has strong replication signal. (a_strong=1)
115,"Revisiting Cheerful Jane and Miserable John: the impact of income, good health, social contacts and education declines with increasing subjective well-being",2016,M Binder,"M Binder - Applied Economics Letters, 2016 - Taylor & Francis",15,https://www.tandfonline.com/doi/abs/10.1080/13504851.2015.1085635,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
116,Differential overeducation in East and West Germany: Extending Frank's theory on economic returns changes the picture of disadvantaged women,2016,,"C Boll, JS Leppin - Labour, 2016 - Wiley Online Library",15,https://onlinelibrary.wiley.com/doi/abs/10.1111/labr.12084,False,high,No replication signals found in title or abstract.
117,Monetary policy shocks and Cholesky VARs: an assessment for the Euro area,2016,E Castelnuovo,"E Castelnuovo - Empirical Economics, 2016 - Springer",13,https://link.springer.com/article/10.1007/s00181-015-0930-2,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
118,Convergence of economic growth and the Great Recession as seen from a Celestial Observatory,2016,"E Duede, V Zhorin","E Duede, V Zhorin - EPJ Data Science, 2016 - Springer",13,https://link.springer.com/content/pdf/10.1140/epjds/s13688-016-0091-3.pdf,False,high,No replication signals found in title or abstract.
119,Synthetic hedge funds,2016,"M Fischer, MX Hanauer, R Heigermoser","M Fischer, MX Hanauer, R Heigermoser - Review of Financial Economics, 2016 - Elsevier",13,https://www.sciencedirect.com/science/article/pii/S105833001600015X,False,high,No replication signals found in title or abstract.
120,"Greece, Portugal, Spain: New evidence on the economic effects of military expenditure using the new SIPRI data",2016,E Nikolaidou,"E Nikolaidou - The Economics of Peace and Security Journal, 2016 - epsjournal.org.uk",12,https://www.epsjournal.org.uk/index.php/EPSJ/article/view/256,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=3)"
121,Does group discussion lead to better informed and more strategic market entry decisions?,2016,Z Murad,"Z Murad - Economics Letters, 2016 - Elsevier",11,https://www.sciencedirect.com/science/article/pii/S0165176516301422,True,high,Abstract has strong replication signal. (a_strong=1)
122,Local democracy and economic growth,2016,"CH Knutsen, J Gerring, SE Skaaning","CH Knutsen, J Gerring, SE Skaaning - V-Dem Working Paper, 2016 - papers.ssrn.com",11,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2877755,True,high,Abstract has strong replication signal. (a_strong=1)
123,Matching and behavioral contrast in a two‐option repeated investment simulation,2016,"DA Hantula, CR Crowell","DA Hantula, CR Crowell - Managerial and Decision Economics, 2016 - Wiley Online Library",11,https://onlinelibrary.wiley.com/doi/abs/10.1002/mde.2717,True,high,Abstract has strong replication signal. (a_strong=1)
124,Economic pessimism and political punishment,2016,B Lockerbie,"B Lockerbie - PS: Political Science & Politics, 2016 - cambridge.org",11,https://www.cambridge.org/core/journals/ps-political-science-and-politics/article/economic-pessimism-and-political-punishment/C4B3D6354BBA4D008CA0E966094D8528,False,high,No replication signals found in title or abstract.
125,Why the Oberholzer-Gee/Strumpf article on file sharing is not credible,2016,SJ Liebowitz,"SJ Liebowitz - Econ Journal Watch, 2016 - papers.ssrn.com",11,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2887151,False,high,No replication signals found in title or abstract.
126,The role of social ties in explaining heterogeneity in the association between economic growth and subjective well-being,2016,"P Böckerman, JP Laamanen, E Palosaari","P Böckerman, JP Laamanen, E Palosaari - Journal of Happiness Studies, 2016 - Springer",10,https://link.springer.com/article/10.1007/s10902-015-9702-0,True,high,Abstract has strong replication signal. (a_strong=1)
127,Cost of Poverty in Toronto,2016,,"A Briggs, C Lee, J Stapleton - 2016 - openpolicyontario.s3.amazonaws …",10,http://openpolicyontario.s3.amazonaws.com/uploads/2016/11/Cost-of-Poverty-R10-Final-forweb.pdf,True,high,Abstract has strong replication signal. (a_strong=1)
128,Successful scientific replication and extension of Levitt (2008): Child seats are still no safer than seat belts,2016,"LE Jones, NR Ziebarth","LE Jones, NR Ziebarth - Journal of Applied Econometrics, 2016 - Wiley Online Library",9,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2449,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=1)"
129,Linear regression with an estimated regressor: applications to aggregate indicators of economic development,2016,"L Meng, B Wu, Z Zhan","L Meng, B Wu, Z Zhan - Empirical Economics, 2016 - Springer",9,https://link.springer.com/article/10.1007/s00181-015-0941-z,True,high,Abstract has strong replication signal. (a_strong=1)
130,Revisiting the Eurozone Phillips curve,2016,,"B Skarica, N Nobile - Economic Outlook, 2016 - search.ebscohost.com",9,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=0140489X&AN=113307230&h=%2F3U8xQnWorY5rDuhqFPDJdACj21LawoC%2BXniKut9EAKQlF0DBJFh10daqt1R4JTB6iicXnCL1qlgshuiXC8nJA%3D%3D&crl=c,False,high,No replication signals found in title or abstract.
131,Effect of socio-economic stratification on house value in Bogotá,2016,J Gallego,"J Gallego, S Montoya, C Sepúlveda - 2016 - scioteca.caf.com",9,https://scioteca.caf.com/handle/123456789/994,True,medium,Strong replication signal present; some incidental use also detected. (a_strong=1)
132,"Does meeting BBB accountability standards affect charitable giving? A study of New York Metropolitan area charities, replicated by a US national sample",2016,,"G Chen - International Review on Public and Nonprofit Marketing, 2016 - Springer",8,https://link.springer.com/article/10.1007/s12208-015-0142-7,False,high,No replication signals found in title or abstract.
133,Replicating the Results in 'A New Model of Trend Inflation'Using Particle Markov Chain Monte Carlo,2016,N Nonejad,"N Nonejad - Journal of Applied Econometrics, 2016 - Wiley Online Library",8,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2493,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
